tweets,classe_ajuste_fino,score_ajuste_fino,tweets_limpos,texto_limpo
57742,"@marcofeliciano @jairbolsonaro Vc prometeu renuncia, não se faz de bobo agora! Seja um homem de palavra",False,0.7219399809837341,"['@marcofeliciano', '@jairbolsonaro', 'vc', 'prometer', 'renunciar', 'não', 'bobo', 'seja', 'homem', 'palavra']",@marcofeliciano @jairbolsonaro vc prometer renunciar não bobo seja homem palavra
57743,@marcofeliciano @jairbolsonaro Kkk será que vai dar pra fazer um tratamento dentário de 150 mil agora?,False,0.960747480392456,"['@marcofeliciano', '@jairbolsonaro', 'kkk', 'ser', 'pra', 'tratamento', 'dentário']",@marcofeliciano @jairbolsonaro kkk ser pra tratamento dentário
57744,"@marcofeliciano @jairbolsonaro Presidente, o Senhor não merece isso! Vá brilhar no primeiro mundo!! Obrigado por tudo que fez por nós, mas aqui é um país de bandidos e é impossível libertar um povo que escolhe a escravidão e a miséria!! 😔",False,0.811061441898346,"['@marcofeliciano', '@jairbolsonaro', 'presidente', 'senhor', 'não', 'merecer', 'vá', 'brilhar', 'mundo', 'país', 'bandido', 'impossível', 'libertar', 'escolher', 'escravidão', 'miséria']",@marcofeliciano @jairbolsonaro presidente senhor não merecer vá brilhar mundo país bandido impossível libertar escolher escravidão miséria
57745,@marcofeliciano @jairbolsonaro Vai abrir mão do seu mandato que dia?,False,0.9617503881454468,"['@marcofeliciano', '@jairbolsonaro', 'abrir', 'mão', 'mandato', 'dia']",@marcofeliciano @jairbolsonaro abrir mão mandato dia
57746,@marcofeliciano @ALOT100 @jairbolsonaro Não terminou!! Bolsonaro só mostrou o caminho!!,False,0.9952613711357117,"['@marcofeliciano', '@alot100', '@jairbolsonaro', 'não', 'terminar', 'bolsonaro', 'mostrar']",@marcofeliciano @alot100 @jairbolsonaro não terminar bolsonaro mostrar
57747,@marcofeliciano @jairbolsonaro Lembrando que foi Deus e o povo quem colocou o Lula no poder! Ou vcs estão contra a vontade do todo poderoso? 🤷🏾‍♂️,False,0.9979977011680603,"['@marcofeliciano', '@jairbolsonaro', 'lembrando', 'deus', 'colocar', 'lula', 'vcs', 'vontade', 'poderoso', '\u200d']",@marcofeliciano @jairbolsonaro lembrando deus colocar lula vcs vontade poderoso ‍
57748,"@marcofeliciano @jairbolsonaro Pronto para renunciar ?)
Lulavenceu querida.",False,0.9944475889205933,"['@marcofeliciano', '@jairbolsonaro', 'pronto', 'renunciar', '', 'lulavenceu', 'querido']",@marcofeliciano @jairbolsonaro pronto renunciar  lulavenceu querido
57749,@marcofeliciano @jairbolsonaro Kkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,False,0.995254635810852,"['@marcofeliciano', '@jairbolsonaro', 'kkkkkkkkkkkkkkkkk', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'kkkkkkkkkkkkkkkkk', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'kkkkkkkkkkkkkkkkk', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk']",@marcofeliciano @jairbolsonaro kkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
57750,"@marcofeliciano @jairbolsonaro Tem razão, você revolucionou a forma como penteia o cabelo e o teu sorriso!",False,0.9908403754234314,"['@marcofeliciano', '@jairbolsonaro', 'razão', 'revolucionar', 'penteiar', 'cabelo', 'sorriso']",@marcofeliciano @jairbolsonaro razão revolucionar penteiar cabelo sorriso
57751,@marcofeliciano @jairbolsonaro Paga a dentadura.,False,0.7041441202163696,"['@marcofeliciano', '@jairbolsonaro', 'paga', 'dentadura']",@marcofeliciano @jairbolsonaro paga dentadura
57752,@marcofeliciano @jairbolsonaro Renuncia vigarista,True,0.9879683256149292,"['@marcofeliciano', '@jairbolsonaro', 'renuncia', 'vigarista']",@marcofeliciano @jairbolsonaro renuncia vigarista
57753,"@marcofeliciano @jairbolsonaro Se mudou porque não foi reeleito?
Se todos tivessem  felizes seria no primeiro  turno.
Mudará a vida do agro,dos donos de igrejas,veio da Havana,  mas esqueceram que quem vota é  o povo,o Agro, os empresários pode até  intimidar mas o voto é  secreto.",False,0.9931723475456238,"['@marcofeliciano', '@jairbolsonaro', 'mudar', 'não', 'reeleger', '', 'ter', '', 'feliz', '', 'turno', '', 'mudará', 'vida', 'agro', 'dono', 'igreja', 'vir', 'havana', '', 'esquecer', 'votar', '', 'agro', 'empresário', '', 'intimidar', 'voto', '', 'secreto']",@marcofeliciano @jairbolsonaro mudar não reeleger  ter  feliz  turno  mudará vida agro dono igreja vir havana  esquecer votar  agro empresário  intimidar voto  secreto
57754,@marcofeliciano @jairbolsonaro Vai embora mesmo ou era só papo furado?,True,0.9043822288513184,"['@marcofeliciano', '@jairbolsonaro', 'papo', 'furar']",@marcofeliciano @jairbolsonaro papo furar
57755,@marcofeliciano @jairbolsonaro Deus já está tendo e hoje foi o primeiro sinal GIGANTE,False,0.9981056451797485,"['@marcofeliciano', '@jairbolsonaro', 'deus', 'ter', 'hoje', 'sinal', 'gigante']",@marcofeliciano @jairbolsonaro deus ter hoje sinal gigante
57756,"@marcofeliciano @jairbolsonaro Se foi o melhor pq não se reelegeu, estranho essa sua matemática",False,0.9114025235176086,"['@marcofeliciano', '@jairbolsonaro', 'bom', 'pq', 'não', 'reelegeur', 'estranho', 'matemática']",@marcofeliciano @jairbolsonaro bom pq não reelegeur estranho matemática
57757,@marcofeliciano @jairbolsonaro https://t.co/11XL8gYkf7,False,0.9830400347709656,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57758,"@marcofeliciano @jairbolsonaro Já arrumou as malas pra cascar fora do Brasil? Promessa é dívida heim! E Deus tá anotando tudo, não se esqueça disso.",False,0.9694337248802185,"['@marcofeliciano', '@jairbolsonaro', 'arrumar', 'mala', 'pra', 'cascar', 'brasil', 'promessa', 'dívida', 'heim', 'deus', 'tar', 'anotar', 'não', 'esquecer']",@marcofeliciano @jairbolsonaro arrumar mala pra cascar brasil promessa dívida heim deus tar anotar não esquecer
57759,"@marcofeliciano @Patriota_1962 @jairbolsonaro Eu não sei vcs, mais eu não joguei a toalha e nem vou. Acredito que o PR Bolsonaro também não !!!! Ta ok.",False,0.9899663925170898,"['@marcofeliciano', '@patriota_1962', '@jairbolsonaro', 'não', 'vcs', 'não', 'joguar', 'toalha', 'ir', 'acreditar', 'pr', 'bolsonaro', 'não', 'ta', 'ok']",@marcofeliciano @patriota_1962 @jairbolsonaro não vcs não joguar toalha ir acreditar pr bolsonaro não ta ok
57760,"@marcofeliciano @jairbolsonaro Já renunciou, paquita de Satã?",True,0.9506710171699524,"['@marcofeliciano', '@jairbolsonaro', 'renunciar', 'paquita', 'satã']",@marcofeliciano @jairbolsonaro renunciar paquita satã
57761,"@marcofeliciano @jairbolsonaro Tbm vai embora do Brasil? Na África precisam se missionários pra levar a Palavra! Por falta de adeus, adeus!",False,0.9959599375724792,"['@marcofeliciano', '@jairbolsonaro', 'tbm', 'brasil', 'áfrica', 'precisar', 'missionário', 'pra', 'levar', 'palavra']",@marcofeliciano @jairbolsonaro tbm brasil áfrica precisar missionário pra levar palavra
57762,@marcofeliciano @jairbolsonaro Só que quando o maldito assumir  vai eleger os presidentes dacasa e doi ministros do SYF,True,0.9953061938285828,"['@marcofeliciano', '@jairbolsonaro', 'maldito', 'assumir', '', 'eleger', 'presidente', 'dacasa', 'doi', 'ministro', 'syf']",@marcofeliciano @jairbolsonaro maldito assumir  eleger presidente dacasa doi ministro syf
57763,@marcofeliciano @jairbolsonaro Tu fuma é? Se fuma a erva está estragada.,False,0.5864318013191223,"['@marcofeliciano', '@jairbolsonaro', 'fumar', 'fumar', 'erva', 'estragado']",@marcofeliciano @jairbolsonaro fumar fumar erva estragado
57764,@marcofeliciano @jairbolsonaro Parece que os profetas bolsonaristas estavam errados.,False,0.972131609916687,"['@marcofeliciano', '@jairbolsonaro', 'profeta', 'bolsonarista', 'estar', 'errado']",@marcofeliciano @jairbolsonaro profeta bolsonarista estar errado
57765,@marcofeliciano @jairbolsonaro Tão melhor que foi o único que não se reelegeu kkkkkk,False,0.9612600803375244,"['@marcofeliciano', '@jairbolsonaro', 'bom', 'único', 'não', 'reelegeu', 'kkkkkk']",@marcofeliciano @jairbolsonaro bom único não reelegeu kkkkkk
57766,"@marcofeliciano @jairbolsonaro Ele sangrou por vcs, agora irão fazer o quê?

Loole já disse que Bolsonaro será preso!",False,0.9021189212799072,"['@marcofeliciano', '@jairbolsonaro', 'sangrar', 'vcs', 'ir', '', 'loole', 'dizer', 'bolsonaro', 'ser', 'prender']",@marcofeliciano @jairbolsonaro sangrar vcs ir  loole dizer bolsonaro ser prender
57767,@marcofeliciano @jairbolsonaro @heyfrannnnn melhor governo?,False,0.9946932196617126,"['@marcofeliciano', '@jairbolsonaro', '@heyfrannnnn', 'bom', 'governo']",@marcofeliciano @jairbolsonaro @heyfrannnnn bom governo
57768,@marcofeliciano @jairbolsonaro https://t.co/752tmY8zC3,False,0.9876676201820374,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57769,@marcofeliciano @jairbolsonaro Já preparou sua carta de renúncia? Ou vai ficar sem cumprir mais essa promessa?,False,0.9917330741882324,"['@marcofeliciano', '@jairbolsonaro', 'preparar', 'carta', 'renúncia', 'ficar', 'cumprir', 'promessa']",@marcofeliciano @jairbolsonaro preparar carta renúncia ficar cumprir promessa
57770,"@marcofeliciano @jairbolsonaro Não envolve Deus nessa sujeira de vocês. Vcs não têm vergonha na cara, né?!",True,0.926302433013916,"['@marcofeliciano', '@jairbolsonaro', 'não', 'envolver', 'deus', 'sujeira', 'vcs', 'não', 'vergonha', 'cara', 'né']",@marcofeliciano @jairbolsonaro não envolver deus sujeira vcs não vergonha cara né
57771,@marcofeliciano @jairbolsonaro Tem que renunciar,False,0.9578636884689331,"['@marcofeliciano', '@jairbolsonaro', 'renunciar']",@marcofeliciano @jairbolsonaro renunciar
57772,@marcofeliciano @helenagsoo @jairbolsonaro Não podemos entregar pra esses bandidos derreterem de novo! Foi GOLPE!,True,0.9964004755020142,"['@marcofeliciano', '@helenagsoo', '@jairbolsonaro', 'não', 'poder', 'entregar', 'pra', 'bandido', 'derreter', 'golpe']",@marcofeliciano @helenagsoo @jairbolsonaro não poder entregar pra bandido derreter golpe
57773,@marcofeliciano @jairbolsonaro Melhor onde? Você vai a algum supermercado? Vergonha!!,False,0.6480683088302612,"['@marcofeliciano', '@jairbolsonaro', 'melhor', 'algum', 'supermercado', 'vergonha']",@marcofeliciano @jairbolsonaro melhor algum supermercado vergonha
57774,@marcofeliciano @jairbolsonaro Vai chorar na cama,False,0.8596689105033875,"['@marcofeliciano', '@jairbolsonaro', 'chorar', 'cama']",@marcofeliciano @jairbolsonaro chorar cama
57775,@marcofeliciano @jairbolsonaro Que horas ele vai se pronunciar sobre a derrota?,False,0.9810034036636353,"['@marcofeliciano', '@jairbolsonaro', 'hora', 'pronunciar', 'derrota']",@marcofeliciano @jairbolsonaro hora pronunciar derrota
57776,"@marcofeliciano @jairbolsonaro Misericórdia de quem? Um povo que idólatra o bandido? Tem que se ferrar. É o que maís desejo. Deus nos deu o  sofrimento eterno, então prá que ignorar agora!",True,0.9430722594261169,"['@marcofeliciano', '@jairbolsonaro', 'misericórdia', 'idólatra', 'bandido', 'ferrar', 'maís', 'desejo', 'deus', 'dar', '', 'sofrimento', 'eterno', 'prá', 'ignorar']",@marcofeliciano @jairbolsonaro misericórdia idólatra bandido ferrar maís desejo deus dar  sofrimento eterno prá ignorar
57777,@marcofeliciano @jairbolsonaro Disse que se o Lula ganhar iria embora. Tchau,False,0.9731568098068237,"['@marcofeliciano', '@jairbolsonaro', 'dizer', 'lula', 'ganhar', 'ir', 'tchau']",@marcofeliciano @jairbolsonaro dizer lula ganhar ir tchau
57778,@marcofeliciano @jairbolsonaro https://t.co/wcCEoLesmC,False,0.9822236895561218,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57779,@marcofeliciano @RogerioZolini @jairbolsonaro 💛💚😢😢😢😢😢😢😢,False,0.9552294015884399,"['@marcofeliciano', '@rogeriozolini', '@jairbolsonaro']",@marcofeliciano @rogeriozolini @jairbolsonaro
57780,@marcofeliciano @jairbolsonaro Perderam ..por ser ruins...,False,0.9361686110496521,"['@marcofeliciano', '@jairbolsonaro', 'perderam', 'ruim']",@marcofeliciano @jairbolsonaro perderam ruim
57781,"@marcofeliciano @jairbolsonaro Prevejo o pior para  o Brasil é tudo isso passa pelo congresso, o discurso do "" Mula "" é  amistoso, proteja o Jair e sua família",True,0.9024105072021484,"['@marcofeliciano', '@jairbolsonaro', 'prevejo', 'mau', '', 'brasil', 'passar', 'congresso', 'discurso', 'mula', '', 'amistoso', 'protejer', 'jair', 'família']",@marcofeliciano @jairbolsonaro prevejo mau  brasil passar congresso discurso mula  amistoso protejer jair família
57782,@marcofeliciano @jairbolsonaro Já renunciou o cargo?,False,0.9759889841079712,"['@marcofeliciano', '@jairbolsonaro', 'renunciar', 'cargo']",@marcofeliciano @jairbolsonaro renunciar cargo
57783,@marcofeliciano @jairbolsonaro Deu pra ver que Deus não mandou a igreja entrar nessa guerra né? E adivinha o resultado de não guerrear as guerras do Senhor? Perdeu e feio....,False,0.9593861699104309,"['@marcofeliciano', '@jairbolsonaro', 'deu', 'pra', 'deus', 'não', 'mandar', 'igreja', 'entrar', 'guerra', 'né', 'adivinhar', 'resultado', 'não', 'guerrear', 'guerra', 'senhor', 'perdeu', 'feio']",@marcofeliciano @jairbolsonaro deu pra deus não mandar igreja entrar guerra né adivinhar resultado não guerrear guerra senhor perdeu feio
57784,@marcofeliciano @jairbolsonaro Melhor governo que não conseguiu ser reeleito.,False,0.9953624606132507,"['@marcofeliciano', '@jairbolsonaro', 'melhor', 'governo', 'não', 'conseguir', 'reeleger']",@marcofeliciano @jairbolsonaro melhor governo não conseguir reeleger
57785,@marcofeliciano @jairbolsonaro Você disse que iria embora!!!! Por favor 🙏 vaiiii logooo,False,0.9881004095077515,"['@marcofeliciano', '@jairbolsonaro', 'dizer', 'ir', '', 'vaiiii', 'logooo']",@marcofeliciano @jairbolsonaro dizer ir  vaiiii logooo
57786,@marcofeliciano @jairbolsonaro Agora vaza,False,0.9018188714981079,"['@marcofeliciano', '@jairbolsonaro', 'vazar']",@marcofeliciano @jairbolsonaro vazar
57787,@marcofeliciano @jairbolsonaro A visão míope que vcs tem da realidade me impressiona,True,0.7221332788467407,"['@marcofeliciano', '@jairbolsonaro', 'visão', 'míope', 'vcs', 'realidade', 'impressionar']",@marcofeliciano @jairbolsonaro visão míope vcs realidade impressionar
57788,@marcofeliciano @jairbolsonaro Tu não ia renunciar seu falso profeta?,True,0.8339476585388184,"['@marcofeliciano', '@jairbolsonaro', 'não', 'ir', 'renunciar', 'falso', 'profeta']",@marcofeliciano @jairbolsonaro não ir renunciar falso profeta
57789,"@marcofeliciano @jairbolsonaro Kkkkkkkkkkk de que mundo tu fala,de Narnia!!!???",False,0.9566855430603027,"['@marcofeliciano', '@jairbolsonaro', 'kkkkkkkkkkk', 'mundo', 'falar', 'narnia']",@marcofeliciano @jairbolsonaro kkkkkkkkkkk mundo falar narnia
57790,@marcofeliciano @jairbolsonaro Deu pra ver qual é  o melhor de vcs kkkkk,False,0.9930946826934814,"['@marcofeliciano', '@jairbolsonaro', 'deu', 'pra', '', 'bom', 'vcs', 'kkkkk']",@marcofeliciano @jairbolsonaro deu pra  bom vcs kkkkk
57791,"@marcofeliciano @jairbolsonaro Cidadão!
O que mudaram para melhor seus ganhos?
Além de piorarem, destruíram a imagem do país, suas riquezas, suas florestas, reservas, educação,",False,0.9895244240760803,"['@marcofeliciano', '@jairbolsonaro', 'cidadão', '', 'mudar', 'bom', 'ganho', '', 'piorar', 'destruir', 'imagem', 'país', 'riqueza', 'floresta', 'reserva', 'educação']",@marcofeliciano @jairbolsonaro cidadão  mudar bom ganho  piorar destruir imagem país riqueza floresta reserva educação
57792,@marcofeliciano @jairbolsonaro Em janeiro tu apaga isso aqui.,False,0.9625587463378906,"['@marcofeliciano', '@jairbolsonaro', 'janeiro', 'apagar']",@marcofeliciano @jairbolsonaro janeiro apagar
57793,"@marcofeliciano @jairbolsonaro Usando as igrejas para ganhar voto, é fácil, mesmo promovendo o facismo, continuam pensando que estão servindo a deus... empurraram até medicamento sem comprovação no povo.",False,0.9806795120239258,"['@marcofeliciano', '@jairbolsonaro', 'usar', 'igreja', 'ganhar', 'voto', 'fácil', 'promover', 'facismo', 'continuar', 'pensar', 'servir', 'deus', 'empurrar', 'medicamento', 'comprovação']",@marcofeliciano @jairbolsonaro usar igreja ganhar voto fácil promover facismo continuar pensar servir deus empurrar medicamento comprovação
57794,@marcofeliciano @jairbolsonaro Se me lembro bem o senhor disse que renunciaria! Jesus tá vendo…,False,0.9951364398002625,"['@marcofeliciano', '@jairbolsonaro', 'lembrar', 'senhor', 'dizer', 'renunciar', 'jesus', 'tar', 'ver']",@marcofeliciano @jairbolsonaro lembrar senhor dizer renunciar jesus tar ver
57795,"@marcofeliciano @jairbolsonaro Mudou o Brasil pra melhor só  pra família do Bolsonaro que comprou 51 imóveis com dinheiro vivo, por os brasileiros esses mesmo se lascaram no desgoverno do genocída https://t.co/xJlYxq0Sdh",False,0.7961967587471008,"['@marcofeliciano', '@jairbolsonaro', 'mudar', 'brasil', 'pra', 'bom', '', 'pra', 'família', 'bolsonaro', 'comprar', 'imóvel', 'dinheiro', 'vivo', 'brasileiro', 'lascar', 'desgoverno', 'genocída']",@marcofeliciano @jairbolsonaro mudar brasil pra bom  pra família bolsonaro comprar imóvel dinheiro vivo brasileiro lascar desgoverno genocída
57796,"@marcofeliciano @jairbolsonaro Vcs nunca mudaram pra melhor.  Cometeram o pior erro usurparam da glória de Deus. 

A minha Glória eu não divido com ninguém. Isaías 42:8

Trabalhe para o povo e não para o bolso.",False,0.9890040755271912,"['@marcofeliciano', '@jairbolsonaro', 'vcs', 'nunca', 'mudar', 'pra', 'bom', '', 'cometeram', 'mau', 'erro', 'usurpar', 'glória', 'deus', '', 'glória', 'não', 'diver', 'ninguém', 'isaías', '42:8', '', 'trabalhe', 'não', 'bolso']",@marcofeliciano @jairbolsonaro vcs nunca mudar pra bom  cometeram mau erro usurpar glória deus  glória não diver ninguém isaías 42:8  trabalhe não bolso
57797,@marcofeliciano @jairbolsonaro https://t.co/4BQ31SxM1a,False,0.9839048981666565,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57798,"@marcofeliciano @jairbolsonaro Não, mentira. Foi para pior. E o Brasil sabe.",False,0.9754887223243713,"['@marcofeliciano', '@jairbolsonaro', 'não', 'mentira', 'mau', 'brasil']",@marcofeliciano @jairbolsonaro não mentira mau brasil
57799,"@marcofeliciano @jairbolsonaro Essa nação é forte! Já suportamos vc e Jairzinho por tanto tempo. E ainda assim nosso povo tira forças de suas mãos calejadas, rugas no rosto, pele ressecada para no dia 30/10/22 entrarem para história: O DIA EM QUE A ESPERANÇA VENCEU O ÓDIO! 🇧🇷🇧🇷🇧🇷",False,0.9843504428863525,"['@marcofeliciano', '@jairbolsonaro', 'nação', 'forte', 'suportar', 'vc', 'jairzinho', 'tiraer', 'força', 'mão', 'calejar', 'ruga', 'rosto', 'pele', 'ressecar', 'dia', '30/10/22', 'entrar', 'história', 'dia', 'esperança', 'venceu', 'ódio']",@marcofeliciano @jairbolsonaro nação forte suportar vc jairzinho tiraer força mão calejar ruga rosto pele ressecar dia 30/10/22 entrar história dia esperança venceu ódio
57800,@marcofeliciano @jairbolsonaro https://t.co/5lsaPfC4Mt,False,0.9844464659690857,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57801,@marcofeliciano @jairbolsonaro Quem se fortaleceu foi uma pessoa sem cabelo e Cia. Deus tenha misericórdia dessa nação,False,0.9790070056915283,"['@marcofeliciano', '@jairbolsonaro', 'fortalecer', 'pessoa', 'cabelo', 'cia.', 'deus', 'ter', 'misericórdia', 'nação']",@marcofeliciano @jairbolsonaro fortalecer pessoa cabelo cia. deus ter misericórdia nação
57802,@marcofeliciano @jairbolsonaro Gigante acordando! Rodovias travando...,False,0.9953539371490479,"['@marcofeliciano', '@jairbolsonaro', 'gigante', 'acordar', 'rodovias', 'travar']",@marcofeliciano @jairbolsonaro gigante acordar rodovias travar
57803,@marcofeliciano @jairbolsonaro Não não... A gente quer saber pra onde vai o dinheiro da igreja... Pastor vai ter que dar conta desse apóio apócrifo feito a Bolsonaro.,True,0.6077747344970703,"['@marcofeliciano', '@jairbolsonaro', 'não', 'não', 'gente', 'pra', 'dinheiro', 'igreja', 'pastor', 'conta', 'apóio', 'apócrifo', 'fazer', 'bolsonaro']",@marcofeliciano @jairbolsonaro não não gente pra dinheiro igreja pastor conta apóio apócrifo fazer bolsonaro
57804,@marcofeliciano @jairbolsonaro https://t.co/UR3uL4bt9y,False,0.9839568734169006,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57805,@marcofeliciano @jairbolsonaro Não vai embora não?,False,0.987633228302002,"['@marcofeliciano', '@jairbolsonaro', 'não', 'não']",@marcofeliciano @jairbolsonaro não não
57806,@marcofeliciano @jairbolsonaro E AGORA ENTREGARAM DE MÃOS BEIJADA!NÃO GANHARAM  TOMARAM!,False,0.5225462317466736,"['@marcofeliciano', '@jairbolsonaro', 'entregaram', 'mãos', 'beijada!não', 'ganharam', '', 'tomaram']",@marcofeliciano @jairbolsonaro entregaram mãos beijada!não ganharam  tomaram
57807,@marcofeliciano @jairbolsonaro https://t.co/uifn138YZv,False,0.9869850277900696,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57808,@marcofeliciano @jairbolsonaro https://t.co/ZNQHEv2giT,False,0.9756239652633667,"['@marcofeliciano', '@jairbolsonaro']",@marcofeliciano @jairbolsonaro
57809,"@marcofeliciano @jairbolsonaro VAI CUMPRIR A PROMESSA DE METER O PÉ QUANDO, Ô FACISTÓIDE???????",False,0.502610445022583,"['@marcofeliciano', '@jairbolsonaro', 'cumprir', 'promessa', 'meter', 'pé', 'ô', 'facistóide']",@marcofeliciano @jairbolsonaro cumprir promessa meter pé ô facistóide
57810,@marcofeliciano @jairbolsonaro Mudaram em que??? Kkkkkkkkkkkkkkk o Brasil na mão de vcs só piorou,False,0.9894967079162598,"['@marcofeliciano', '@jairbolsonaro', 'mudaram', 'kkkkkkkkkkkkkkk', 'brasil', 'mão', 'vcs', 'piorar']",@marcofeliciano @jairbolsonaro mudaram kkkkkkkkkkkkkkk brasil mão vcs piorar
57811,"@marcofeliciano @jairbolsonaro Ah tá... Agora sei porque ninguém te conhece... Nunca fez, faz ou fará nada que preste. Camarada mete a viola no saco e some!",True,0.7879409193992615,"['@marcofeliciano', '@jairbolsonaro', 'ah', 'tá', 'ninguém', 'conhecer', 'nunca', 'prestar', 'camarada', 'meter', 'viola', 'saco', 'sumir']",@marcofeliciano @jairbolsonaro ah tá ninguém conhecer nunca prestar camarada meter viola saco sumir
57812,"@marcofeliciano @jairbolsonaro Deus está vendo como o Brasil melhorou pra vocês,com tanto dinheiro jorrando em vossas mãos.",False,0.9981086254119873,"['@marcofeliciano', '@jairbolsonaro', 'deus', 'ver', 'brasil', 'melhorar', 'pra', 'dinheiro', 'jorrar', 'mão']",@marcofeliciano @jairbolsonaro deus ver brasil melhorar pra dinheiro jorrar mão
57813,@marcofeliciano @jairbolsonaro Suma!,False,0.9213913083076477,"['@marcofeliciano', '@jairbolsonaro', 'suma']",@marcofeliciano @jairbolsonaro suma
57814,"@marcofeliciano Olha, inFelizciano... Quando vai cumprir alguma palavra?  Quando vai renunciar o mandato? E agora, honra a palavra ou não?",False,0.9975013136863708,"['@marcofeliciano', 'olha', 'infelizciano', 'cumprir', 'algum', 'palavra', '', 'renunciar', 'mandato', 'honra', 'palavra', 'não']",@marcofeliciano olha infelizciano cumprir algum palavra  renunciar mandato honra palavra não
57815,"@marcofeliciano @jairbolsonaro O que não falta nas tuas mãos é sangue.
Leve seu orgulho - e o seu amigo - para o buraco de onde nunca deveriam ter saído.",True,0.5604022741317749,"['@marcofeliciano', '@jairbolsonaro', 'não', 'mão', 'sangue', '', 'leve', 'orgulho', 'amigo', 'buraco', 'nunca', 'dever', 'sair']",@marcofeliciano @jairbolsonaro não mão sangue  leve orgulho amigo buraco nunca dever sair
57816,@marcofeliciano @jairbolsonaro Já renunciou?!,False,0.9464966654777527,"['@marcofeliciano', '@jairbolsonaro', 'renunciar']",@marcofeliciano @jairbolsonaro renunciar
57817,"@marcofeliciano @jairbolsonaro Melhor aonde Sr, só se for para os ricos,.pq eu mulher, baiana,nordestina sei o que passamos e.lhe mostramos como se brinca com Nordestino,resposta foi nas urnas",False,0.9927647709846497,"['@marcofeliciano', '@jairbolsonaro', 'melhor', 'aonde', 'sr', 'ricos,.pq', 'mulher', 'baiano', 'nordestina', 'passar', 'e.lhe', 'mostrar', 'brincar', 'nordestino', 'resposta', 'urna']","@marcofeliciano @jairbolsonaro melhor aonde sr ricos,.pq mulher baiano nordestina passar e.lhe mostrar brincar nordestino resposta urna"
57818,"@marcofeliciano @jairbolsonaro 33 milhões de famintos, o odio boldonarista batendo em padres,  desrespeitando outras crenças,  desmatando e 600 mil mortes nas mãos.  Parabéns,  mostre me os frutos e te direi sobre a árvore.  Amigo é coisa pra se guardar kkkkk perdedor",False,0.7876861691474915,"['@marcofeliciano', '@jairbolsonaro', 'faminto', 'odio', 'boldonarista', 'bater', 'padre', '', 'desrespeitar', 'crença', '', 'desmatar', 'morte', 'mão', '', 'parabéns', '', 'mostrar', 'fruto', 'dir', 'árvore', '', 'amigo', 'pra', 'guardar', 'kkkkk', 'perdedor']",@marcofeliciano @jairbolsonaro faminto odio boldonarista bater padre  desrespeitar crença  desmatar morte mão  parabéns  mostrar fruto dir árvore  amigo pra guardar kkkkk perdedor
57819,"@marcofeliciano @jairbolsonaro Deus já provou que não se esqueceu de nós.
A tampa do esgoto foi aberta e está esperando os ratos acabarem de entrar e fechar.
Falando em Deus, ele não gosta de armas. Deus é AMOR",False,0.8695786595344543,"['@marcofeliciano', '@jairbolsonaro', 'deus', 'provar', 'não', 'esquecer', '', 'tampa', 'esgoto', 'abrir', 'esperar', 'rato', 'acabar', 'entrar', 'fechar', '', 'falar', 'deus', 'não', 'gostar', 'arma', 'deus', 'amor']",@marcofeliciano @jairbolsonaro deus provar não esquecer  tampa esgoto abrir esperar rato acabar entrar fechar  falar deus não gostar arma deus amor
57820,"@marcofeliciano @jairbolsonaro Ué, toda autoridade não é constituída por Deus? O que mudou? E vocês, religiosos, irão orar pelo novo presidente?",False,0.9975233674049377,"['@marcofeliciano', '@jairbolsonaro', 'ué', 'autoridade', 'não', 'constituir', 'deus', 'mudar', 'religioso', 'ir', 'orar', 'presidente']",@marcofeliciano @jairbolsonaro ué autoridade não constituir deus mudar religioso ir orar presidente
57821,"@marcofeliciano @jairbolsonaro Já comprou passagem, parça?",False,0.720582902431488,"['@marcofeliciano', '@jairbolsonaro', 'comprar', 'passagem', 'parça']",@marcofeliciano @jairbolsonaro comprar passagem parça
